class,class size,val size,val correct,val percentage
australian_bass,607,58,51,87.93103448275862
australian_bonito,58,6,2,33.33333333333333
barramundi,724,70,57,81.42857142857143
barred_cheek_coral_trout,201,19,16,84.21052631578947
barred_javelin,99,9,4,44.44444444444444
beach,380,36,32,88.88888888888889
blackspotted_rockcod_estuary_cod,78,7,6,85.71428571428571
boat,1056,103,100,97.0873786407767
cobia,615,59,52,88.13559322033898
dusky_flathead,523,51,39,76.47058823529412
giant_queenfish,196,19,12,63.1578947368421
giant_trevally,635,61,49,80.32786885245902
grass_emperor_sweetlip,130,12,9,75.0
great_barracuda,885,85,79,92.94117647058823
indoors,487,46,46,100.0
king_threadfin,132,13,9,69.23076923076923
luderick,324,31,26,83.87096774193549
mackerel_tuna,386,37,30,81.08108108108108
mahi_mahi,764,74,65,87.83783783783784
mangrove_jack,943,91,80,87.91208791208791
mulloway,510,48,31,64.58333333333334
pearl_perch,230,22,19,86.36363636363636
people,957,91,86,94.5054945054945
river,517,50,47,94.0
scribbled_rabbitfish,126,12,12,100.0
sea,315,30,29,96.66666666666667
snub_nosed_dart,435,42,35,83.33333333333334
tailor,916,88,37,42.04545454545455
yellowtail_kingfish,672,65,40,61.53846153846154
,,,,79.72554168463664

training accuracy,92.44093298912048
validation accuracy,82.39700198173523
