class,class size,val size,val correct,val percentage
Acanthodoras cataphractus,128,12,2,16.666666666666664
Acanthodoras spinosissimus,91,9,0,0.0
Acanthodraco dewitti,9,1,1,100.0
Acanthogobius flavimanus,405,39,2,5.128205128205128
Acanthogobius hasta,54,6,3,50.0
Acanthogobius insularis,5,1,0,0.0
Acanthogobius lactipes,78,7,5,71.42857142857143
Acanthogobius luridus,3,1,0,0.0
Acantholabrus palloni,259,25,0,0.0
Acantholiparis opercularis,34,4,4,100.0
Acantholumpenus mackayi,31,4,1,25.0
Acanthonus armatus,52,6,1,16.666666666666664
Acanthopagrus akazakii,6,1,1,100.0
Acanthopagrus arabicus,10,1,0,0.0
Acanthopagrus australis,262,26,0,0.0
Acanthopagrus berda,100,9,0,0.0
Acanthopagrus bifasciatus,195,19,0,0.0
Acanthopagrus butcheri,121,11,1,9.090909090909092
Acanthopagrus catenula,30,3,2,66.66666666666666
Acanthopagrus chinshira,22,3,2,66.66666666666666
Acanthopagrus latus,237,22,3,13.636363636363635
Acanthopagrus omanensis,4,1,0,0.0
Acanthopagrus pacificus,63,7,0,0.0
Acanthopagrus schlegelii,305,29,5,17.24137931034483
Acanthopagrus sheim,9,1,1,100.0
Acanthopagrus sivicolus,76,7,4,57.14285714285714
Acanthopagrus taiwanensis,10,1,0,0.0
Acanthopagrus vagus,3,1,0,0.0
Acanthoplesiops cappuccino,10,1,0,0.0
Acanthoplesiops hiatti,3,1,0,0.0
Acanthoplesiops psilogaster,49,5,1,20.0
Acanthopoma annectens,5,1,0,0.0
Acanthopsetta nadeshnyi,23,3,1,33.33333333333333
Acanthopsoides delphax,4,1,0,0.0
Acanthopsoides gracilentus,19,2,0,0.0
Acanthopsoides hapalias,5,1,0,0.0
Acanthopsoides molobrion,38,4,1,25.0
Acanthopsoides robertsi,4,1,0,0.0
Acanthorhodeus chankaensis,35,4,2,50.0
Acanthosphex leurynnis,66,7,1,14.285714285714285
Acanthostracion guineensis,6,1,1,100.0
Acanthostracion notacanthus,32,4,0,0.0
Acanthostracion polygonius,393,38,20,52.63157894736842
Acanthostracion quadricornis,352,34,6,17.647058823529413
Acanthurus achilles,217,21,16,76.19047619047619
Acanthurus albimento,7,1,0,0.0
Acanthurus albipectoralis,70,7,2,28.57142857142857
Acanthurus auranticavus,40,4,0,0.0
Acanthurus bahianus,257,25,3,12.0
Acanthurus bariene,132,13,2,15.384615384615385
Acanthurus blochii,110,10,0,0.0
Acanthurus chirurgus,232,22,8,36.36363636363637
Acanthurus chronixis,61,7,0,0.0
Acanthurus coeruleus,380,36,14,38.88888888888889
Acanthurus dussumieri,204,20,3,15.0
Acanthurus fowleri,103,10,1,10.0
Acanthurus gahhm,208,20,2,10.0
Acanthurus grammoptilus,32,4,1,25.0
Acanthurus guttatus,199,19,11,57.89473684210527
Acanthurus japonicus,206,20,12,60.0
Acanthurus leucocheilus,81,8,0,0.0
Acanthurus leucopareius,131,13,1,7.6923076923076925
Acanthurus leucosternon,315,30,19,63.33333333333333
Acanthurus lineatus,255,24,17,70.83333333333334
Acanthurus maculiceps,115,11,0,0.0
Acanthurus mata,148,14,3,21.428571428571427
Acanthurus monroviae,73,8,0,0.0
Acanthurus nigricans,176,17,4,23.52941176470588
Acanthurus nigricauda,166,16,1,6.25
Acanthurus nigrofuscus,186,18,3,16.666666666666664
Acanthurus nigroris,85,8,1,12.5
Acanthurus nubilus,20,2,1,50.0
Acanthurus olivaceus,198,19,4,21.052631578947366
Acanthurus polyzona,51,6,0,0.0
Acanthurus pyroferus,243,23,11,47.82608695652174
Acanthurus randalli,200,19,0,0.0
Acanthurus sohal,385,37,24,64.86486486486487
Acanthurus tennentii,102,10,0,0.0
Acanthurus thompsoni,123,12,0,0.0
Acanthurus triostegus,372,36,21,58.333333333333336
Acanthurus tristis,154,15,4,26.666666666666668
Acanthurus xanthopterus,208,20,5,25.0
Acantopsis dialuzona,153,15,0,0.0
Acantopsis dinema,3,1,0,0.0
Acantopsis octoactinotos,34,4,0,0.0
Acantopsis rungthipae,6,1,0,0.0
Acapoeta tanganicae,51,6,1,16.666666666666664
Acarichthys heckelii,494,47,29,61.702127659574465
Acarobythites larsonae,3,1,0,0.0
Acaronia nassa,168,16,0,0.0
Acaronia vultuosa,22,3,0,0.0
Acentrogobius audax,6,1,0,0.0
Acentrogobius caninus,86,8,1,12.5
Acentrogobius chlorostigmatoides,3,1,0,0.0
Acentrogobius cyanomos,37,4,1,25.0
Acentrogobius dayi,18,2,0,0.0
Acentrogobius janthinopterus,21,3,1,33.33333333333333
Acentrogobius moloanus,10,1,1,100.0
Acentrogobius multifasciatus,8,1,1,100.0
Acentrogobius nebulosus,67,7,1,14.285714285714285
Acentrogobius pflaumii,53,6,1,16.666666666666664
Acentrogobius suluensis,3,1,0,0.0
Acentrogobius therezieni,3,1,0,0.0
Acentrogobius viganensis,19,2,0,0.0
Acentrogobius viridipunctatus,35,4,0,0.0
Acentronichthys leptos,8,1,0,0.0
Acentronura breviperula,28,3,0,0.0
Acentronura gracilissima,41,5,2,40.0
Acentronura tentaculata,41,5,1,20.0
Acentrophryne longidens,16,2,0,0.0
Acestridium colombiense,4,1,0,0.0
Acestridium dichromum,162,16,3,18.75
Acestridium discus,22,3,0,0.0
Acestridium gymnogaster,9,1,0,0.0
Acestrocephalus boehlkei,28,3,2,66.66666666666666
Acestrorhynchus abbreviatus,3,1,0,0.0
Acestrorhynchus altus,93,9,0,0.0
Acestrorhynchus falcatus,278,26,0,0.0
Acestrorhynchus falcirostris,175,17,0,0.0
Acestrorhynchus heterolepis,4,1,0,0.0
Acestrorhynchus isalineae,50,5,2,40.0
Acestrorhynchus lacustris,11,2,0,0.0
Acestrorhynchus microlepis,34,4,1,25.0
Acestrorhynchus minimus,21,3,2,66.66666666666666
Acestrorhynchus nasutus,35,4,1,25.0
Acestrorhynchus pantaneiro,94,9,0,0.0
Acheilognathus asmussii,9,1,0,0.0
Acheilognathus barbatulus,13,2,0,0.0
Acheilognathus cyanostigma,91,9,1,11.11111111111111
Acheilognathus elongatus,42,5,0,0.0
Acheilognathus gracilis,11,2,0,0.0
Acheilognathus hondae,4,1,1,100.0
Acheilognathus intermedia,4,1,0,0.0
Acheilognathus longipinnis,57,6,5,83.33333333333334
Acheilognathus macropterus,51,6,0,0.0
Acheilognathus majusculus,26,3,1,33.33333333333333
Acheilognathus melanogaster,161,16,0,0.0
Acheilognathus meridianus,12,2,0,0.0
Acheilognathus peihoensis,8,1,0,0.0
Acheilognathus rhombeus,217,21,6,28.57142857142857
Acheilognathus tabira,318,30,6,20.0
Acheilognathus taenianalis,5,1,1,100.0
Acheilognathus tonkinensis,55,6,0,0.0
Acheilognathus typus,45,5,3,60.0
Acheilognathus yamatsutae,49,5,4,80.0
Achiroides leucorhynchos,4,1,0,0.0
Achiroides melanorhynchus,15,2,1,50.0
Achiropsetta tricholepis,8,1,0,0.0
Achirus achirus,195,19,3,15.789473684210526
Achirus declivis,3,1,0,0.0
Achirus klunzingeri,5,1,0,0.0
Achirus lineatus,77,7,0,0.0
Achirus mazatlanus,12,2,0,0.0
Achirus scutum,10,1,0,0.0
Achoerodus gouldii,96,9,2,22.22222222222222
Achoerodus viridis,405,39,14,35.8974358974359
Achondrostoma arcasii,93,9,0,0.0
Achondrostoma occidentale,55,6,0,0.0
Achondrostoma oligolepis,46,5,0,0.0
Achondrostoma salmantinum,19,2,2,100.0
Acipenser baerii,224,22,3,13.636363636363635
Acipenser brevirostrum,211,21,2,9.523809523809524
Acipenser dabryanus,84,8,0,0.0
Acipenser fulvescens,394,38,2,5.263157894736842
Acipenser gueldenstaedtii,260,25,6,24.0
Acipenser medirostris,112,11,1,9.090909090909092
Acipenser mikadoi,37,4,0,0.0
Acipenser naccarii,171,17,4,23.52941176470588
Acipenser nudiventris,139,13,2,15.384615384615385
Acipenser oxyrinchus,198,19,5,26.31578947368421
Acipenser persicus,156,15,0,0.0
Acipenser ruthenus,271,26,7,26.923076923076923
Acipenser schrenckii,80,7,1,14.285714285714285
Acipenser sinensis,265,26,1,3.8461538461538463
Acipenser stellatus,235,22,6,27.27272727272727
Acipenser sturio,264,26,3,11.538461538461538
Acipenser transmontanus,236,22,8,36.36363636363637
Acnodon normani,155,15,1,6.666666666666667
Acnodon oligacanthus,18,2,1,50.0
Acnodon senai,4,1,0,0.0
Acreichthys hajam,10,1,0,0.0
Acreichthys radiatus,116,11,2,18.181818181818183
Acreichthys tomentosus,256,24,16,66.66666666666666
Acrobrycon ipanquianus,40,4,1,25.0
Acrocheilus alutaceus,54,6,0,0.0
Acrochordonichthys chamaeleon,3,1,0,0.0
Acrochordonichthys falcifer,4,1,0,0.0
Acrochordonichthys guttatus,3,1,0,0.0
Acrochordonichthys gyrinus,3,1,0,0.0
Acrochordonichthys pachyderma,3,1,0,0.0
Acrochordonichthys rugosus,43,5,1,20.0
Acrochordonichthys strigosus,4,1,0,0.0
Acromycter nezumi,6,1,1,100.0
Acromycter perturbator,12,2,1,50.0
Acropoma japonicum,57,6,1,16.666666666666664
Acropoma lecorneti,3,1,1,100.0
Acrossocheilus beijiangensis,16,2,0,0.0
Acrossocheilus fasciatus,38,4,0,0.0
Acrossocheilus hemispinus,7,1,0,0.0
Acrossocheilus iridescens,3,1,0,0.0
Acrossocheilus longipinnis,15,2,0,0.0
Acrossocheilus monticola,3,1,0,0.0
Acrossocheilus paradoxus,177,17,4,23.52941176470588
Acrossocheilus parallens,12,2,1,50.0
Acrossocheilus yunnanensis,6,1,0,0.0
Acroteriobatus annulatus,5,1,0,0.0
Acroteriobatus blochii,9,1,0,0.0
Aculeola nigra,88,8,6,75.0
Acyrtops amplicirrus,35,4,2,50.0
Acyrtops beryllinus,10,1,0,0.0
Acyrtus artius,25,3,1,33.33333333333333
Acyrtus rubiginosus,9,1,0,0.0
Adelosebastes latens,71,8,4,50.0
Adelotremus leptus,3,1,0,0.0
Adontosternarchus balaenops,4,1,1,100.0
Adontosternarchus clarkae,46,5,2,40.0
Adontosternarchus devenanzii,13,2,1,50.0
Adontosternarchus nebulosus,16,2,1,50.0
Adontosternarchus sachsi,11,2,1,50.0
Adrianichthys kruyti,17,2,0,0.0
Adrianichthys oophorus,9,1,0,0.0
Adventor elongatus,12,2,1,50.0
Aeoliscus punctulatus,96,9,0,0.0
Aeoliscus strigatus,314,30,14,46.666666666666664
Aequidens chimantanus,20,2,0,0.0
Aequidens diadema,354,34,0,0.0
Aequidens epae,7,1,0,0.0
Aequidens metae,315,30,0,0.0
Aequidens michaeli,12,2,1,50.0
Aequidens pallidus,71,8,0,0.0
Aequidens paloemeuensis,5,1,0,0.0
Aequidens patricki,101,10,4,40.0
Aequidens plagiozonatus,36,4,1,25.0
Aequidens potaroensis,22,3,1,33.33333333333333
Aequidens rondoni,64,7,0,0.0
Aequidens tetramerus,93,9,0,0.0
Aequidens tubicen,5,1,0,0.0
Aequidens viridis,37,4,0,0.0
Aesopia cornuta,89,8,1,12.5
Aetapcus maculatus,79,7,1,14.285714285714285
Aethaloperca rogaa,464,44,1,2.272727272727273
Aethotaxis mitopteryx mitopteryx,24,3,2,66.66666666666666
Aetobatus flagellum,41,5,0,0.0
Aetobatus narinari,445,43,33,76.74418604651163
Aetobatus narutobiei,24,3,1,33.33333333333333
Aetobatus ocellatus,328,31,3,9.67741935483871
Aetomylaeus bovinus,57,6,0,0.0
Aetomylaeus maculatus,19,2,1,50.0
Aetomylaeus nichofii,21,3,1,33.33333333333333
Aetomylaeus vespertilio,37,4,0,0.0
Afronandus sheljuzhkoi,24,3,2,66.66666666666666
Afronemacheilus abyssinicus,4,1,0,0.0
Afurcagobius tamarensis,13,2,0,0.0
Agamyxis albomaculatus,95,9,3,33.33333333333333
Agamyxis pectinifrons,194,19,4,21.052631578947366
Ageneiosus inermis,68,7,2,28.57142857142857
Ageneiosus magoi,59,6,1,16.666666666666664
Ageneiosus marmoratus,122,12,4,33.33333333333333
Ageneiosus militaris,9,1,0,0.0
Ageneiosus pardalis,21,3,0,0.0
Ageneiosus polystictus,17,2,0,0.0
Ageneiosus ucayalensis,24,3,1,33.33333333333333
Ageneiosus uranophthalmus,5,1,0,0.0
Ageneiosus vittatus,66,7,0,0.0
Agoniates halecinus,15,2,0,0.0
Agonomalus jordani,10,1,0,0.0
Agonomalus proboscidalis,25,3,0,0.0
Agonopsis chiloensis,22,3,0,0.0
Agonopsis sterletus,30,3,0,0.0
Agonopsis vulsa,14,2,0,0.0
Agonostomus telfairii,5,1,0,0.0
Agonus cataphractus,257,25,2,8.0
Agosia chrysogaster,80,7,0,0.0
Agrostichthys parkeri,262,26,4,15.384615384615385
Aguarunichthys tocantinsensis,19,2,1,50.0
Aguarunichthys torosus,227,22,5,22.727272727272727
Ahlia egmontis,42,5,1,20.0
Ahliesaurus berryi,22,3,0,0.0
Ahliesaurus brevis,6,1,0,0.0
Aidablennius sphynx,468,44,0,0.0
Ailia coila,54,6,1,16.666666666666664
Ailiichthys punctata,9,1,0,0.0
Aioliops megastigma,40,4,1,25.0
Akarotaxis nudiceps,5,1,0,0.0
Akawaio penak,36,4,4,100.0
Akihito futuna,10,1,0,0.0
Akihito vanuatu,16,2,0,0.0
Akko brevis,25,3,0,0.0
Akko dionaea,27,3,1,33.33333333333333
Akko rossi,71,8,3,37.5
Akrokolioplax bicornis,8,1,1,100.0
Akysis brachybarbatus,4,1,0,0.0
Akysis ephippifer,3,1,0,0.0
Akysis fontaneus,3,1,0,0.0
Akysis hendricksoni,26,3,0,0.0
Akysis longifilis,17,2,1,50.0
Akysis maculipinnis,17,2,2,100.0
Akysis portellus,28,3,3,100.0
Akysis prashadi,28,3,1,33.33333333333333
Akysis pulvinatus,6,1,0,0.0
Akysis variegatus,4,1,0,0.0
Akysis varius,10,1,0,0.0
Akysis vespa,117,11,1,9.090909090909092
Alabes dorsalis,25,3,1,33.33333333333333
Alabes hoesei,6,1,0,0.0
Alabes scotti,5,1,1,100.0
Albatrossia pectoralis,163,16,4,25.0
Albula argentea,19,2,0,0.0
Albula esuncula,14,2,0,0.0
Albula gilberti,8,1,1,100.0
Albula glossodonta,78,7,4,57.14285714285714
Albula goreensis,6,1,1,100.0
Albula nemoptera,8,1,1,100.0
Albula oligolepis,4,1,0,0.0
Albula pacifica,14,2,0,0.0
Albula virgata,12,2,0,0.0
Albula vulpes,364,35,9,25.71428571428571
Albulichthys albuloides,16,2,1,50.0
Alburnoides bipunctatus,235,22,3,13.636363636363635
Alburnoides eichwaldii,3,1,0,0.0
Alburnoides emineae,5,1,0,0.0
Alburnoides fasciatus,45,5,0,0.0
Alburnoides maculatus,11,2,0,0.0
Alburnoides manyasensis,32,4,3,75.0
Alburnoides ohridanus,3,1,0,0.0
Alburnoides prespensis,9,1,1,100.0
Alburnoides qanati,6,1,1,100.0
Alburnoides rossicus,19,2,1,50.0
Alburnoides strymonicus,3,1,0,0.0
Alburnoides taeniatus,3,1,0,0.0
Alburnoides thessalicus,4,1,1,100.0
Alburnus akili,22,3,0,0.0
Alburnus albidus,73,8,0,0.0
Alburnus alburnus,295,28,1,3.571428571428571
Alburnus arborella,54,6,0,0.0
Alburnus belvica,10,1,0,0.0
Alburnus caeruleus,10,1,0,0.0
Alburnus chalcoides,63,7,0,0.0
Alburnus danubicus,6,1,0,0.0
Alburnus doriae,10,1,0,0.0
Alburnus filippii,7,1,0,0.0
Alburnus heckeli,5,1,0,0.0
Alburnus hohenackeri,5,1,0,0.0
Alburnus macedonicus,4,1,0,0.0
Alburnus mento,91,9,3,33.33333333333333
Alburnus mossulensis,17,2,0,0.0
Alburnus nasreddini,4,1,0,0.0
Alburnus sarmaticus,4,1,0,0.0
Alburnus sava,14,2,2,100.0
Alburnus schischkovi,6,1,1,100.0
Alburnus scoranza,47,5,1,20.0
Alburnus tarichi,37,4,1,25.0
Alburnus thessalicus,3,1,0,0.0
Alburnus vistonicus,3,1,0,0.0
Alcichthys elongatus,25,3,1,33.33333333333333
Alcockia rostrata,7,1,1,100.0
Alcolapia alcalica,158,15,4,26.666666666666668
Alcolapia grahami,51,6,0,0.0
Alcolapia latilabris,10,1,1,100.0
Alcolapia ndalalani,8,1,0,0.0
Aldrichetta forsteri,187,18,0,0.0
Aldrovandia affinis,34,4,1,25.0
Aldrovandia gracilis,12,2,0,0.0
Aldrovandia oleosa,6,1,1,100.0
Aldrovandia phalacra,21,3,0,0.0
Aldrovandia rostrata,7,1,1,100.0
Alectis alexandrina,53,6,0,0.0
Alectis ciliaris,327,31,6,19.35483870967742
Alectis indica,131,13,0,0.0
Alectrias alectrolophus,3,1,0,0.0
Alectridium aurantiacum,6,1,0,0.0
Alepes apercna,17,2,0,0.0
Alepes djedaba,263,26,5,19.230769230769234
Alepes kleinii,31,4,2,50.0
Alepes melanoptera,25,3,0,0.0
Alepes vari,147,14,1,7.142857142857142
Alepidomus evermanni,34,4,1,25.0
Alepisaurus brevirostris,107,10,2,20.0
Alepisaurus ferox,212,21,7,33.33333333333333
Alepocephalus agassizii,7,1,0,0.0
Alepocephalus australis,4,1,0,0.0
Alepocephalus bairdii,28,3,1,33.33333333333333
Alepocephalus bicolor,5,1,0,0.0
Alepocephalus dentifer,5,1,0,0.0
Alepocephalus productus,4,1,0,0.0
Alepocephalus rostratus,37,4,0,0.0
Alepocephalus tenebrosus,26,3,1,33.33333333333333
Alepocephalus triangularis,7,1,0,0.0
Alertichthys blacki,24,3,0,0.0
Alestes ansorgii,13,2,0,0.0
Alestes baremoze,124,12,2,16.666666666666664
Alestes dentex,68,7,0,0.0
Alestes liebrechtsii,5,1,0,0.0
Alestes macrophthalmus,14,2,1,50.0
Alestes stuhlmannii,3,1,0,0.0
Alestopetersius bifasciatus,11,2,0,0.0
Alestopetersius brichardi,129,12,0,0.0
Alestopetersius caudalis,325,31,1,3.225806451612903
Alestopetersius conspectus,5,1,0,0.0
Alestopetersius hilgendorfi,42,5,1,20.0
Alestopetersius leopoldianus,12,2,2,100.0
Alestopetersius nigropterus,79,7,0,0.0
Alestopetersius smykalai,123,12,1,8.333333333333332
Alfaro cultratus,203,20,0,0.0
Alfaro huberi,100,9,0,0.0
Algansea aphanea,3,1,0,0.0
Algansea lacustris,3,1,0,0.0
Algansea popoche,7,1,0,0.0
Alionematichthys minyomma,10,1,0,0.0
Allenbatrachus grunniens,122,12,2,16.666666666666664
Allenbatrachus reticulatus,6,1,0,0.0
Allenichthys glauerti,38,4,4,100.0
Alloblennius pictus,61,7,0,0.0
Allocareproctus unangas,3,1,0,0.0
Alloclinus holderi,141,14,1,7.142857142857142
Allocyttus niger,50,5,2,40.0
Allocyttus verrucosus,45,5,4,80.0
Allodontichthys hubbsi,14,2,0,0.0
Allodontichthys polylepis,10,1,0,0.0
Allodontichthys zonistius,3,1,0,0.0
Allomicrodesmus dorotheae,9,1,0,0.0
Allomogurnda nesolepis,27,3,1,33.33333333333333
Allomogurnda sampricei,15,2,1,50.0
Allomycterus pilatus,31,4,2,50.0
Alloophorus robustus,79,7,2,28.57142857142857
Allosmerus elongatus,29,3,2,66.66666666666666
Allothunnus fallai,75,7,3,42.857142857142854
Allotoca diazi,12,2,1,50.0
Allotoca dugesii,90,8,4,50.0
Allotoca goslinei,25,3,0,0.0
Allotoca maculata,49,5,1,20.0
Allotoca meeki,9,1,0,0.0
Allotoca regalis,16,2,1,50.0
Allotoca zacapuensis,28,3,2,66.66666666666666
Alopias pelagicus,286,27,14,51.85185185185185
Alopias superciliosus,280,26,6,23.076923076923077
Alopias vulpinus,258,25,6,24.0
Alosa aestivalis,184,18,0,0.0
Alosa agone,94,9,0,0.0
Alosa alabamae,26,3,0,0.0
Alosa alosa,155,15,0,0.0
Alosa braschnikowi,19,2,0,0.0
Alosa caspia,78,7,0,0.0
Alosa chrysochloris,182,18,2,11.11111111111111
Alosa fallax,307,29,1,3.4482758620689653
Alosa immaculata,31,4,0,0.0
Alosa kessleri,122,12,0,0.0
Alosa killarnensis,6,1,0,0.0
Alosa macedonica,11,2,0,0.0
Alosa maeotica,30,3,1,33.33333333333333
Alosa mediocris,115,11,0,0.0
Alosa pseudoharengus,228,22,0,0.0
Alosa sapidissima,327,31,0,0.0
Alosa sphaerocephala,4,1,0,0.0
Alosa tanaica,10,1,0,0.0
Alosa volgensis,13,2,0,0.0
Alphestes afer,92,9,0,0.0
Alphestes immaculatus,139,13,0,0.0
Alphestes multiguttatus,25,3,0,0.0
Alticorpus macrocleithrum,5,1,0,0.0
Alticorpus mentale,10,1,0,0.0
Alticorpus peterdaviesi,9,1,0,0.0
Alticorpus profundicola,4,1,0,0.0
Alticus anjouanae,33,4,0,0.0
Alticus arnoldorum,57,6,1,16.666666666666664
Alticus kirkii,21,3,0,0.0
Alticus monochrus,6,1,0,0.0
Alticus saliens,69,7,0,0.0
Altolamprologus calvus,441,43,25,58.139534883720934
Altolamprologus compressiceps,468,44,21,47.72727272727273
Altrichthys azurelineatus,12,2,2,100.0
Altrichthys curatus,3,1,0,0.0
Aluterus heudelotii,56,6,1,16.666666666666664
Aluterus monoceros,288,27,2,7.4074074074074066
Aluterus schoepfii,95,9,0,0.0
Aluterus scriptus,435,42,34,80.95238095238095
Amanses scopas,160,15,1,6.666666666666667
Amaralia hypsiura,184,18,0,0.0
Amarginops platus,7,1,0,0.0
Amarsipus carlsbergi,125,12,1,8.333333333333332
Amatitlania altoflava,12,2,2,100.0
Amatitlania coatepeque,9,1,0,0.0
Amatitlania kanna,62,7,1,14.285714285714285
Amatitlania myrnae,37,4,0,0.0
Amatitlania nanolutea,22,3,2,66.66666666666666
Amatitlania nigrofasciata,424,41,15,36.58536585365854
Amatitlania sajica,197,19,2,10.526315789473683
Amatitlania septemfasciata,8,1,0,0.0
Amatitlania siquia,205,20,2,10.0
Amazonspinther dalmata,27,3,1,33.33333333333333
Amazonsprattus scintilla,6,1,0,0.0
Ambassis agassizii,13,2,0,0.0
Ambassis agrammus,18,2,0,0.0
Ambassis ambassis,215,21,2,9.523809523809524
Ambassis buruensis,7,1,0,0.0
Ambassis dussumieri,4,1,0,0.0
Ambassis gymnocephalus,12,2,0,0.0
Ambassis interrupta,19,2,0,0.0
Ambassis kopsii,22,3,0,0.0
Ambassis macleayi,11,2,0,0.0
Ambassis macracanthus,13,2,0,0.0
Ambassis marianus,8,1,0,0.0
Ambassis nalua,3,1,0,0.0
Ambassis urotaenia,14,2,0,0.0
Ambastaia nigrolineata,112,11,1,9.090909090909092
Ambastaia sidthimunki,218,21,6,28.57142857142857
Ambiserrula jugosa,18,2,0,0.0
Ambloplites ariommus,170,16,3,18.75
Ambloplites cavifrons,41,5,3,60.0
Ambloplites constellatus,82,8,0,0.0
Ambloplites rupestris,284,27,8,29.629629629629626
Amblyceps apangi,3,1,0,0.0
Amblyceps cerinum,5,1,0,0.0
Amblyceps foratum,43,5,2,40.0
Amblyceps laticeps,3,1,0,0.0
Amblyceps mangois,35,4,0,0.0
Amblyceps serratum,4,1,0,0.0
Amblyceps torrentis,8,1,0,0.0
Amblychaeturichthys hexanema,31,4,1,25.0
