class,class size,val size,val correct,val percentage
australian_bass,987,93,75,80.64516129032258
australian_bonito,58,6,2,33.33333333333333
barramundi,792,77,56,72.72727272727273
barred_cheek_coral_trout,203,20,16,80.0
barred_javelin,114,11,6,54.54545454545454
beach,380,36,34,94.44444444444444
blackspotted_rockcod_estuary_cod,87,8,6,75.0
boat,1056,103,99,96.11650485436894
cobia,630,60,46,76.66666666666667
dusky_flathead,643,62,50,80.64516129032258
giant_queenfish,207,20,14,70.0
giant_trevally,652,63,56,88.88888888888889
grass_emperor_sweetlip,132,13,9,69.23076923076923
great_barracuda,885,85,72,84.70588235294117
indoors,487,46,46,100.0
king_threadfin,148,14,9,64.28571428571429
luderick,324,31,25,80.64516129032258
mackerel_tuna,388,37,27,72.97297297297297
mahi_mahi,769,74,65,87.83783783783784
mangrove_jack,989,93,72,77.41935483870968
mulloway,534,51,32,62.745098039215684
pearl_perch,236,22,20,90.9090909090909
people,957,91,87,95.6043956043956
river,517,50,47,94.0
scribbled_rabbitfish,126,12,12,100.0
sea,315,30,27,90.0
snub_nosed_dart,435,42,34,80.95238095238095
tailor,921,89,70,78.65168539325843
yellowtail_kingfish,674,65,48,73.84615384615385
,,,,79.54549605499442

training accuracy,94.63036060333252
validation accuracy,82.76353478431702
