class,class size,val size,val correct,val percentage
australian_bass,987,93,75,80.64516129032258
australian_bonito,58,6,2,33.33333333333333
barramundi,792,77,52,67.53246753246754
barred_cheek_coral_trout,203,20,15,75.0
barred_javelin,114,11,8,72.72727272727273
beach,380,36,33,91.66666666666666
blackspotted_rockcod_estuary_cod,87,8,6,75.0
boat,1056,103,98,95.14563106796116
cobia,630,60,49,81.66666666666667
dusky_flathead,643,62,46,74.19354838709677
giant_queenfish,207,20,15,75.0
giant_trevally,652,63,59,93.65079365079364
grass_emperor_sweetlip,132,13,9,69.23076923076923
great_barracuda,885,85,75,88.23529411764706
indoors,487,46,46,100.0
king_threadfin,148,14,10,71.42857142857143
luderick,324,31,26,83.87096774193549
mackerel_tuna,388,37,27,72.97297297297297
mahi_mahi,769,74,61,82.43243243243244
mangrove_jack,989,93,71,76.34408602150538
mulloway,534,51,34,66.66666666666666
pearl_perch,236,22,21,95.45454545454545
people,957,91,87,95.6043956043956
river,517,50,47,94.0
scribbled_rabbitfish,126,12,12,100.0
sea,315,30,29,96.66666666666667
snub_nosed_dart,435,42,35,83.33333333333334
tailor,921,89,59,66.29213483146067
yellowtail_kingfish,674,65,51,78.46153846153847
,,,,80.57089366506973

training accuracy,94.47863101959229
validation accuracy,82.47863054275513
