class,dataset size,test size,num correct,correct percentage
amberjack,327,31,8,25.806451612903224
australian_bass,404,39,21,53.84615384615385
australian_bonito,58,6,0,0.0
barramundi,586,56,52,92.85714285714286
barred_cheek_coral_trout,156,15,11,73.33333333333333
barred_javelin,99,9,1,11.11111111111111
barred_queenfish,14,2,2,100.0
bartailed_flathead,192,19,8,42.10526315789473
beach,374,36,35,97.22222222222221
bigeye_trevally,97,6,4,66.66666666666666
black_jewfish,143,14,1,7.142857142857142
blackbanded_amberjack,40,4,3,75.0
blackspotted_rockcod_estuary_cod,78,7,6,85.71428571428571
blue_threadfin,81,8,3,37.5
boat,1056,102,92,90.19607843137256
cobia,516,47,32,68.08510638297872
diamondscale_mullet,73,8,4,50.0
dusky_flathead,515,50,30,60.0
frypan_bream,16,2,0,0.0
giant_queenfish,194,19,10,52.63157894736842
giant_trevally,631,60,46,76.66666666666667
golden_snapper_fingermark,519,50,23,46.0
golden_trevally,593,56,46,82.14285714285714
goldenline_whiting,9,1,0,0.0
goldspotted_rockcod_estuary_cod,57,6,4,66.66666666666666
grass_emperor_sweetlip,84,8,4,50.0
great_barracuda,752,72,52,72.22222222222221
grey_mackerel,21,3,0,0.0
highfin_amberjack,129,12,3,25.0
indoors,483,46,46,100.0
king_threadfin,106,10,4,40.0
leaping_bonito,55,6,3,50.0
lesser_queenfish,73,8,5,62.5
longtail_tuna,409,40,28,70.0
luderick,237,22,16,72.72727272727273
mackerel_tuna,192,19,7,36.84210526315789
mahi_mahi,540,52,43,82.6923076923077
mangrove_jack,831,80,67,83.75
mulloway,383,37,10,27.027027027027028
needleskin_queenfish,75,8,6,75.0
northern_sand_flathead,21,3,0,0.0
northern_whiting,52,6,5,83.33333333333334
pearl_perch,152,15,9,60.0
people,939,90,87,96.66666666666667
pikey_bream,34,4,3,75.0
river,508,48,43,89.58333333333334
river_garfish,16,2,0,0.0
river_perch,5,1,1,100.0
samsonfish,272,26,17,65.38461538461539
sand_whiting,147,14,9,64.28571428571429
scaly_jewfish,3,1,0,0.0
school_mackerel,60,6,2,33.33333333333333
scribbled_rabbitfish,90,8,8,100.0
sea,311,30,25,83.33333333333334
sea_mullet,185,18,10,55.55555555555556
shark_mackerel,72,8,4,50.0
silver_javelin,24,3,2,66.66666666666666
silver_jewfish,33,4,1,25.0
small_spotted_dart,85,8,6,75.0
snapper,457,43,31,72.09302325581395
snub_nosed_dart,351,34,28,82.35294117647058
snubnose_garfish,10,1,0,0.0
spanish_mackerel,352,34,19,55.88235294117647
spotted_mackerel,122,12,5,41.66666666666667
stout_whiting,7,1,0,0.0
striped_barracuda,99,9,7,77.77777777777779
swallow_tailed_dart,10,1,0,0.0
tailor,621,59,29,49.152542372881356
tarwhine,78,7,5,71.42857142857143
teraglin,71,7,4,57.14285714285714
three_by_two_garfish,10,1,0,0.0
trumpeter_winter_whiting,20,2,1,50.0
wahoo,184,18,10,55.55555555555556
wolf_herring,112,11,9,81.81818181818183
yellowfin_bream,118,11,2,18.181818181818183
yellowfin_tuna,476,46,24,52.17391304347826
yellowtail_kingfish,616,59,32,54.23728813559322
yellowtailed_flathead,6,1,0,0.0
