class,class size,val size,val correct,val percentage
australian_bass,607,58,50,86.20689655172413
australian_bonito,58,6,2,33.33333333333333
barramundi,724,70,49,70.0
barred_cheek_coral_trout,201,19,16,84.21052631578947
barred_javelin,99,9,3,33.33333333333333
beach,380,36,33,91.66666666666666
blackspotted_rockcod_estuary_cod,78,7,6,85.71428571428571
boat,1056,103,98,95.14563106796116
cobia,615,59,49,83.05084745762711
dusky_flathead,523,51,42,82.35294117647058
giant_queenfish,196,19,16,84.21052631578947
giant_trevally,635,61,55,90.1639344262295
grass_emperor_sweetlip,130,12,9,75.0
great_barracuda,885,85,72,84.70588235294117
indoors,487,46,46,100.0
king_threadfin,132,13,8,61.53846153846154
luderick,324,31,27,87.09677419354838
mackerel_tuna,386,37,26,70.27027027027027
mahi_mahi,764,74,67,90.54054054054053
mangrove_jack,943,91,74,81.31868131868131
mulloway,510,48,37,77.08333333333334
pearl_perch,230,22,17,77.27272727272727
people,957,91,87,95.6043956043956
river,517,50,48,96.0
scribbled_rabbitfish,126,12,12,100.0
sea,315,30,28,93.33333333333333
snub_nosed_dart,435,42,34,80.95238095238095
tailor,916,88,42,47.72727272727273
yellowtail_kingfish,672,65,49,75.38461538461539
,,,,79.76612383385212

training accuracy,93.51572394371033
validation accuracy,82.54681825637817
