class,class size,val size,val correct,val percentage
001.Black_footed_Albatross,180,60,53,88.33333333333333
002.Laysan_Albatross,180,60,52,86.66666666666667
003.Sooty_Albatross,174,58,47,81.03448275862068
004.Groove_billed_Ani,180,60,57,95.0
005.Crested_Auklet,132,44,41,93.18181818181817
006.Least_Auklet,123,41,38,92.6829268292683
007.Parakeet_Auklet,159,53,49,92.45283018867924
008.Rhinoceros_Auklet,144,48,41,85.41666666666666
009.Brewer_Blackbird,177,59,31,52.54237288135594
010.Red_winged_Blackbird,180,60,54,90.0
011.Rusty_Blackbird,180,60,30,50.0
012.Yellow_headed_Blackbird,168,56,49,87.5
013.Bobolink,180,60,46,76.66666666666667
014.Indigo_Bunting,180,60,59,98.33333333333333
015.Lazuli_Bunting,174,58,43,74.13793103448276
016.Painted_Bunting,174,58,46,79.3103448275862
017.Cardinal,171,57,45,78.94736842105263
018.Spotted_Catbird,135,45,42,93.33333333333333
019.Gray_Catbird,177,59,53,89.83050847457628
020.Yellow_breasted_Chat,177,59,36,61.016949152542374
021.Eastern_Towhee,180,60,49,81.66666666666667
022.Chuck_will_Widow,168,56,48,85.71428571428571
023.Brandt_Cormorant,177,59,46,77.96610169491525
024.Red_faced_Cormorant,156,52,46,88.46153846153845
025.Pelagic_Cormorant,180,60,45,75.0
026.Bronzed_Cowbird,180,60,51,85.0
027.Shiny_Cowbird,180,60,23,38.333333333333336
028.Brown_Creeper,177,59,55,93.22033898305084
029.American_Crow,180,60,43,71.66666666666667
030.Fish_Crow,180,60,40,66.66666666666666
031.Black_billed_Cuckoo,180,60,49,81.66666666666667
032.Mangrove_Cuckoo,159,53,41,77.35849056603774
033.Yellow_billed_Cuckoo,177,59,46,77.96610169491525
034.Gray_crowned_Rosy_Finch,177,59,47,79.66101694915254
035.Purple_Finch,180,60,57,95.0
036.Northern_Flicker,180,60,56,93.33333333333333
037.Acadian_Flycatcher,177,59,43,72.88135593220339
038.Great_Crested_Flycatcher,180,60,31,51.66666666666667
039.Least_Flycatcher,177,59,15,25.423728813559322
040.Olive_sided_Flycatcher,180,60,34,56.666666666666664
041.Scissor_tailed_Flycatcher,180,60,47,78.33333333333333
042.Vermilion_Flycatcher,180,60,51,85.0
043.Yellow_bellied_Flycatcher,177,59,13,22.033898305084744
044.Frigatebird,180,60,53,88.33333333333333
045.Northern_Fulmar,180,60,45,75.0
046.Gadwall,180,60,58,96.66666666666667
047.American_Goldfinch,180,60,57,95.0
048.European_Goldfinch,180,60,57,95.0
049.Boat_tailed_Grackle,180,60,32,53.333333333333336
050.Eared_Grebe,180,60,44,73.33333333333333
051.Horned_Grebe,180,60,46,76.66666666666667
052.Pied_billed_Grebe,180,60,55,91.66666666666666
053.Western_Grebe,180,60,57,95.0
054.Blue_Grosbeak,180,60,39,65.0
055.Evening_Grosbeak,180,60,51,85.0
056.Pine_Grosbeak,180,60,46,76.66666666666667
057.Rose_breasted_Grosbeak,180,60,53,88.33333333333333
058.Pigeon_Guillemot,174,58,51,87.93103448275862
059.California_Gull,180,60,27,45.0
060.Glaucous_winged_Gull,177,59,30,50.847457627118644
061.Heermann_Gull,180,60,48,80.0
062.Herring_Gull,180,60,27,45.0
063.Ivory_Gull,180,60,57,95.0
064.Ring_billed_Gull,180,60,44,73.33333333333333
065.Slaty_backed_Gull,150,50,20,40.0
066.Western_Gull,180,60,45,75.0
067.Anna_Hummingbird,180,60,44,73.33333333333333
068.Ruby_throated_Hummingbird,180,60,46,76.66666666666667
