class,dataset size,test size,num correct,correct percentage
amberjack,327,31,11,35.483870967741936
australian_bass,404,39,27,69.23076923076923
australian_bonito,58,6,0,0.0
barramundi,586,56,43,76.78571428571429
barred_cheek_coral_trout,156,15,11,73.33333333333333
barred_javelin,99,9,2,22.22222222222222
barred_queenfish,14,2,1,50.0
bartailed_flathead,192,19,11,57.89473684210527
beach,374,36,35,97.22222222222221
bigeye_trevally,97,6,5,83.33333333333334
black_jewfish,143,14,8,57.14285714285714
blackbanded_amberjack,40,4,3,75.0
blackspotted_rockcod_estuary_cod,78,7,6,85.71428571428571
blue_threadfin,81,8,3,37.5
boat,1056,102,90,88.23529411764706
cobia,516,47,28,59.57446808510638
diamondscale_mullet,73,8,4,50.0
dusky_flathead,515,50,23,46.0
frypan_bream,16,2,0,0.0
giant_queenfish,194,19,10,52.63157894736842
giant_trevally,631,60,45,75.0
golden_snapper_fingermark,519,50,36,72.0
golden_trevally,593,56,42,75.0
goldenline_whiting,9,1,0,0.0
goldspotted_rockcod_estuary_cod,57,6,4,66.66666666666666
grass_emperor_sweetlip,84,8,4,50.0
great_barracuda,752,72,55,76.38888888888889
grey_mackerel,21,3,0,0.0
highfin_amberjack,129,12,6,50.0
indoors,483,46,46,100.0
king_threadfin,106,10,4,40.0
leaping_bonito,55,6,2,33.33333333333333
lesser_queenfish,73,8,4,50.0
longtail_tuna,409,40,15,37.5
luderick,237,22,15,68.18181818181817
mackerel_tuna,192,19,12,63.1578947368421
mahi_mahi,540,52,47,90.38461538461539
mangrove_jack,831,80,49,61.25000000000001
mulloway,383,37,7,18.91891891891892
needleskin_queenfish,75,8,7,87.5
northern_sand_flathead,21,3,0,0.0
northern_whiting,52,6,5,83.33333333333334
pearl_perch,152,15,10,66.66666666666666
people,939,90,88,97.77777777777777
pikey_bream,34,4,3,75.0
river,508,48,46,95.83333333333334
river_garfish,16,2,0,0.0
river_perch,5,1,1,100.0
samsonfish,272,26,18,69.23076923076923
sand_whiting,147,14,9,64.28571428571429
scaly_jewfish,3,1,0,0.0
school_mackerel,60,6,2,33.33333333333333
scribbled_rabbitfish,90,8,8,100.0
sea,311,30,23,76.66666666666667
sea_mullet,185,18,8,44.44444444444444
shark_mackerel,72,8,3,37.5
silver_javelin,24,3,2,66.66666666666666
silver_jewfish,33,4,1,25.0
small_spotted_dart,85,8,5,62.5
snapper,457,43,28,65.11627906976744
snub_nosed_dart,351,34,26,76.47058823529412
snubnose_garfish,10,1,0,0.0
spanish_mackerel,352,34,17,50.0
spotted_mackerel,122,12,4,33.33333333333333
stout_whiting,7,1,0,0.0
striped_barracuda,99,9,7,77.77777777777779
swallow_tailed_dart,10,1,0,0.0
tailor,621,59,33,55.932203389830505
tarwhine,78,7,5,71.42857142857143
teraglin,71,7,3,42.857142857142854
three_by_two_garfish,10,1,0,0.0
trumpeter_winter_whiting,20,2,2,100.0
wahoo,184,18,10,55.55555555555556
wolf_herring,112,11,8,72.72727272727273
yellowfin_bream,118,11,1,9.090909090909092
yellowfin_tuna,476,46,32,69.56521739130434
yellowtail_kingfish,616,59,37,62.71186440677966
yellowtailed_flathead,6,1,0,0.0
